#	 N_BLOCK:	ACCEPTANCE:
           1    0.649604
           2    0.649545
           3    0.649474
           4    0.649471
           5    0.649446
           6     0.64951
           7    0.649471
           8    0.649469
           9    0.649445
          10    0.649475
          11    0.649482
          12    0.649448
          13    0.649457
          14    0.649434
          15    0.649438
          16    0.649447
          17    0.649468
          18    0.649468
          19    0.649464
          20    0.649449
          21    0.649442
          22    0.649448
          23     0.64945
          24     0.64942
          25    0.649397
          26    0.649403
          27      0.6494
          28    0.649397
          29      0.6494
          30    0.649397
          31      0.6494
          32    0.649416
          33     0.64942
          34    0.649426
          35    0.649432
          36     0.64944
          37    0.649435
          38     0.64942
          39    0.649428
          40    0.649446
          41    0.649448
          42    0.649445
          43    0.649438
          44    0.649422
          45    0.649423
          46    0.649426
          47    0.649441
          48    0.649446
          49    0.649453
          50    0.649455
