#	 N_BLOCK:	ACCEPTANCE:
           1    0.392661
           2    0.392947
           3    0.393144
           4    0.393142
           5    0.392972
           6    0.393005
           7     0.39298
           8     0.39292
           9    0.392957
          10    0.392919
          11    0.392853
          12     0.39289
          13    0.392959
          14    0.392939
          15    0.392952
          16    0.393071
          17    0.393063
          18    0.393021
          19    0.392988
          20    0.392991
          21    0.393047
          22    0.393044
          23    0.393046
          24    0.393004
          25    0.393025
          26    0.393018
          27     0.39304
          28    0.393071
          29    0.393067
          30    0.393088
          31    0.393073
          32     0.39305
          33    0.393055
          34    0.393048
          35    0.393058
          36    0.393046
          37    0.393039
          38    0.393033
          39    0.393034
          40    0.393038
          41    0.393052
          42    0.393046
          43    0.393044
          44    0.393051
          45    0.393064
          46    0.393071
          47    0.393089
          48      0.3931
          49    0.393112
          50    0.393099
