#	 N_BLOCK:	ACCEPTANCE:
           1    0.513316
           2    0.513123
           3    0.513167
           4    0.512916
           5    0.512937
           6    0.513107
           7    0.513072
           8     0.51306
           9    0.512972
          10    0.513024
          11    0.513027
          12    0.512999
          13    0.512966
          14    0.512953
          15     0.51296
          16    0.512962
          17    0.512959
          18    0.512907
          19     0.51292
          20    0.512934
          21    0.512996
          22    0.513006
          23    0.513021
          24    0.513019
          25    0.512999
          26    0.513007
          27    0.512987
          28    0.513002
          29    0.513014
          30    0.513028
          31    0.513022
          32    0.513034
          33    0.513052
          34    0.513058
          35    0.513059
          36    0.513073
          37    0.513079
          38    0.513086
          39    0.513082
          40    0.513093
          41    0.513102
          42    0.513102
          43    0.513098
          44    0.513094
          45    0.513096
          46    0.513092
          47      0.5131
          48    0.513113
          49    0.513125
          50    0.513129
