#	 N_BLOCK:	ACCEPTANCE:
           1    0.580995
           2    0.581208
           3    0.581142
           4    0.581154
           5    0.581243
           6    0.581258
           7      0.5812
           8    0.581129
           9    0.581051
          10    0.581087
          11    0.581082
          12    0.581121
          13    0.581102
          14    0.581092
          15    0.581089
          16    0.581046
          17    0.581062
          18     0.58102
          19    0.580991
          20    0.580985
          21    0.580984
          22    0.581003
          23     0.58102
          24    0.581009
          25    0.581013
          26    0.581018
          27    0.580998
          28    0.581002
          29    0.580973
          30    0.580995
          31    0.580989
          32    0.581008
          33    0.581027
          34    0.581025
          35    0.581026
          36    0.581029
          37    0.581005
          38    0.581008
          39    0.581011
          40    0.581036
          41    0.581039
          42    0.581049
          43    0.581049
          44    0.581035
          45    0.581043
          46    0.581043
          47    0.581061
          48    0.581076
          49    0.581074
          50     0.58107
