#	 N_BLOCK:	ACCEPTANCE:
           1     0.38673
           2    0.387004
           3    0.387223
           4    0.387094
           5    0.386813
           6    0.386717
           7    0.386668
           8    0.386615
           9    0.386671
          10    0.386662
          11    0.386608
          12    0.386631
          13    0.386645
          14    0.386641
          15    0.386636
          16    0.386739
          17    0.386703
          18     0.38667
          19    0.386653
          20    0.386693
          21    0.386749
          22     0.38676
          23    0.386754
          24    0.386699
          25    0.386717
          26    0.386703
          27    0.386731
          28    0.386758
          29    0.386752
          30    0.386769
          31    0.386744
          32    0.386743
          33    0.386748
          34    0.386743
          35    0.386756
          36    0.386736
          37    0.386747
          38    0.386746
          39    0.386755
          40    0.386755
          41    0.386754
          42     0.38675
          43     0.38674
          44    0.386747
          45    0.386756
          46    0.386752
          47     0.38677
          48    0.386774
          49    0.386783
          50    0.386773
