#	 N_BLOCK:	ACCEPTANCE:
           1    0.659395
           2    0.659316
           3    0.659431
           4    0.659354
           5    0.659413
           6     0.65954
           7    0.659508
           8    0.659406
           9    0.659398
          10     0.65946
          11    0.659442
          12    0.659427
          13    0.659462
          14    0.659462
          15    0.659481
          16    0.659474
          17     0.65949
          18    0.659495
          19    0.659503
          20    0.659501
          21     0.65951
          22    0.659537
          23    0.659542
          24    0.659533
          25    0.659518
          26    0.659522
          27    0.659514
          28    0.659515
          29    0.659523
          30    0.659523
          31    0.659528
          32     0.65954
          33    0.659548
          34    0.659547
          35    0.659544
          36    0.659551
          37    0.659543
          38    0.659536
          39    0.659549
          40    0.659568
          41    0.659576
          42    0.659571
          43    0.659561
          44    0.659552
          45    0.659551
          46    0.659555
          47    0.659569
          48    0.659584
          49    0.659596
          50    0.659596
