#	 N_BLOCK:	ACCEPTANCE:
           1    0.263005
           2    0.263764
           3    0.263607
           4    0.263315
           5    0.263271
           6    0.263138
           7    0.263077
           8    0.263037
           9    0.263035
          10    0.263105
          11    0.263051
          12    0.263114
          13    0.263187
          14    0.263159
          15    0.263211
          16    0.263225
          17    0.263158
          18    0.263103
          19    0.263106
          20    0.263103
          21    0.263111
          22    0.263114
          23    0.263063
          24    0.263113
          25    0.263118
          26    0.263121
          27    0.263112
          28    0.263128
          29    0.263131
          30    0.263215
          31    0.263193
          32    0.263171
          33    0.263135
          34    0.263103
          35    0.263131
          36    0.263149
          37    0.263144
          38    0.263125
          39    0.263125
          40    0.263141
          41    0.263145
          42    0.263161
          43    0.263145
          44    0.263147
          45    0.263177
          46    0.263171
          47    0.263171
          48     0.26317
          49    0.263193
          50    0.263186
