#	 N_BLOCK:	ACCEPTANCE:
           1    0.602836
           2    0.602658
           3    0.602745
           4    0.602681
           5    0.602736
           6    0.602897
           7    0.602895
           8    0.602856
           9    0.602819
          10    0.602846
          11    0.602825
          12    0.602828
          13    0.602838
          14    0.602831
          15    0.602848
          16    0.602836
          17    0.602826
          18    0.602822
          19    0.602801
          20    0.602826
          21    0.602845
          22    0.602867
          23     0.60288
          24    0.602879
          25    0.602869
          26    0.602862
          27    0.602858
          28    0.602868
          29    0.602855
          30     0.60286
          31    0.602871
          32    0.602866
          33    0.602888
          34    0.602887
          35    0.602884
          36    0.602893
          37    0.602878
          38    0.602878
          39    0.602886
          40    0.602905
          41    0.602915
          42    0.602924
          43     0.60293
          44    0.602913
          45    0.602923
          46    0.602914
          47    0.602932
          48    0.602954
          49    0.602955
          50     0.60296
