#	 N_BLOCK:	ACCEPTANCE:
           1    0.406426
           2    0.406344
           3    0.406414
           4    0.406283
           5    0.406021
           6    0.406031
           7     0.40599
           8    0.405948
           9    0.406008
          10    0.406028
          11    0.405991
          12    0.406006
          13    0.406078
          14    0.406071
          15    0.406088
          16    0.406136
          17    0.406143
          18    0.406152
          19    0.406169
          20    0.406209
          21    0.406231
          22    0.406237
          23    0.406242
          24      0.4062
          25    0.406202
          26    0.406206
          27    0.406195
          28    0.406229
          29    0.406209
          30    0.406191
          31    0.406156
          32     0.40615
          33     0.40617
          34    0.406168
          35    0.406188
          36    0.406193
          37    0.406209
          38    0.406199
          39    0.406204
          40    0.406212
          41    0.406215
          42    0.406194
          43    0.406196
          44    0.406207
          45    0.406214
          46    0.406221
          47     0.40623
          48    0.406243
          49    0.406254
          50    0.406241
