#	 N_BLOCK:	ACCEPTANCE:
           1    0.508649
           2    0.508934
           3    0.508897
           4    0.508744
           5    0.508754
           6    0.508807
           7    0.508794
           8    0.508748
           9    0.508735
          10    0.508771
          11    0.508675
          12    0.508688
          13    0.508673
          14    0.508657
          15    0.508661
          16    0.508648
          17    0.508647
          18    0.508624
          19    0.508622
          20    0.508684
          21    0.508723
          22     0.50874
          23    0.508767
          24    0.508762
          25    0.508727
          26    0.508742
          27    0.508747
          28    0.508764
          29    0.508762
          30    0.508774
          31    0.508756
          32    0.508771
          33    0.508794
          34    0.508807
          35    0.508796
          36    0.508816
          37    0.508821
          38    0.508829
          39    0.508821
          40    0.508834
          41    0.508843
          42    0.508845
          43    0.508832
          44     0.50884
          45    0.508856
          46    0.508848
          47    0.508852
          48    0.508865
          49    0.508873
          50    0.508871
