#	 N_BLOCK:	ACCEPTANCE:
           1           0
           2           0
           3 6.66667e-07
           4       5e-07
           5       4e-07
           6 3.33333e-07
           7 2.85714e-07
           8       3e-07
           9 7.91111e-06
          10    7.12e-06
          11 6.47273e-06
          12 5.93333e-06
          13 5.53846e-06
          14 5.14286e-06
          15     4.8e-06
          16     4.5e-06
          17 4.23529e-06
          18       4e-06
          19 3.78947e-06
          20     3.6e-06
          21 3.50476e-06
          22 3.34545e-06
          23     3.2e-06
          24     4.6e-06
          25   4.416e-06
          26 4.24615e-06
          27 4.38519e-06
          28 4.22857e-06
          29 4.08276e-06
          30 3.94667e-06
          31 3.81935e-06
          32     3.7e-06
          33 3.58788e-06
          34 3.48235e-06
          35 3.38286e-06
          36 3.28889e-06
          37     3.2e-06
          38 7.93684e-06
          39 7.73333e-06
          40    7.54e-06
          41  7.3561e-06
          42 7.18095e-06
          43 7.09767e-06
          44 6.93636e-06
          45 6.78222e-06
          46 6.63478e-06
          47 6.50213e-06
          48 6.36667e-06
          49 6.23673e-06
          50   6.112e-06
