#	 N_BLOCK:	ACCEPTANCE:
           1    0.622751
           2    0.622697
           3    0.622706
           4    0.622662
           5    0.622654
           6     0.62272
           7    0.622744
           8    0.622666
           9    0.622625
          10    0.622664
          11    0.622629
          12    0.622679
          13    0.622698
          14    0.622725
          15     0.62271
          16    0.622711
          17    0.622687
          18    0.622711
          19     0.62269
          20    0.622707
          21    0.622706
          22    0.622747
          23    0.622764
          24    0.622756
          25    0.622744
          26    0.622746
          27    0.622759
          28    0.622751
          29    0.622742
          30    0.622742
          31    0.622753
          32    0.622756
          33     0.62277
          34    0.622782
          35    0.622781
          36     0.62279
          37    0.622777
          38     0.62277
          39    0.622781
          40    0.622794
          41    0.622793
          42    0.622795
          43    0.622795
          44    0.622783
          45    0.622784
          46    0.622779
          47    0.622791
          48    0.622802
          49    0.622804
          50    0.622808
