#	 N_BLOCK:	ACCEPTANCE:
           1     0.16016
           2    0.160127
           3    0.160079
           4    0.159809
           5    0.160165
           6    0.160185
           7    0.160351
           8    0.160399
           9    0.160613
          10    0.160548
          11    0.160542
          12    0.160568
          13    0.160467
          14    0.160554
          15    0.160614
          16    0.160547
          17    0.160454
          18    0.160427
          19     0.16041
          20    0.160383
          21    0.160528
          22    0.160549
          23    0.160459
          24    0.160452
          25    0.160435
          26    0.160418
          27    0.160473
          28    0.160429
          29    0.160435
          30    0.160459
          31    0.160486
          32    0.160462
          33    0.160425
          34    0.160412
          35    0.160419
          36    0.160417
          37    0.160396
          38    0.160358
          39     0.16042
          40    0.160403
          41    0.160402
          42    0.160436
          43    0.160424
          44    0.160439
          45    0.160463
          46    0.160486
          47    0.160498
          48    0.160482
          49    0.160505
          50    0.160497
