#	 N_BLOCK:	ACCEPTANCE:
           1   0.0224632
           2   0.0211286
           3   0.0204832
           4   0.0203164
           5   0.0205064
           6   0.0209549
           7   0.0205803
           8   0.0204649
           9   0.0203366
          10   0.0201626
          11   0.0200595
          12   0.0200918
          13   0.0198369
          14   0.0197937
          15    0.019699
          16    0.019824
          17   0.0197924
          18    0.019884
          19   0.0199532
          20   0.0198837
          21    0.019803
          22   0.0198661
          23   0.0198846
          24   0.0198318
          25   0.0198501
          26   0.0198641
          27   0.0198731
          28   0.0197796
          29   0.0198104
          30   0.0198056
          31   0.0198008
          32   0.0198506
          33   0.0197982
          34    0.019726
          35   0.0197435
          36   0.0197422
          37   0.0198623
          38   0.0199216
          39   0.0198867
          40   0.0198843
          41   0.0199045
          42    0.019941
          43   0.0199824
          44   0.0199179
          45   0.0199817
          46   0.0199411
          47   0.0199575
          48   0.0198978
          49    0.019842
          50   0.0198414
