#	 N_BLOCK:	ACCEPTANCE:
           1    0.556834
           2    0.556607
           3    0.556635
           4    0.556503
           5    0.556479
           6    0.556516
           7    0.556486
           8    0.556394
           9    0.556384
          10    0.556427
          11    0.556437
          12    0.556464
          13    0.556424
          14    0.556355
          15    0.556348
          16    0.556294
          17    0.556312
          18    0.556309
          19    0.556303
          20    0.556307
          21    0.556313
          22    0.556312
          23    0.556316
          24    0.556311
          25    0.556308
          26    0.556329
          27    0.556309
          28     0.55632
          29    0.556299
          30    0.556291
          31    0.556301
          32    0.556314
          33    0.556339
          34    0.556345
          35    0.556346
          36    0.556359
          37    0.556346
          38    0.556341
          39    0.556348
          40    0.556367
          41    0.556373
          42    0.556369
          43    0.556367
          44    0.556364
          45    0.556363
          46    0.556369
          47    0.556386
          48    0.556403
          49    0.556411
          50    0.556414
