#	 N_BLOCK:	ACCEPTANCE:
           1   0.0277746
           2   0.0266443
           3   0.0261291
           4   0.0260024
           5    0.026118
           6   0.0262198
           7   0.0261442
           8   0.0262027
           9   0.0260208
          10   0.0259364
          11   0.0257305
          12   0.0258465
          13   0.0256365
          14   0.0254545
          15   0.0254389
          16   0.0255238
          17   0.0254593
          18   0.0254704
          19   0.0255051
          20   0.0255146
          21   0.0254429
          22   0.0255295
          23   0.0255557
          24   0.0255833
          25   0.0255956
          26   0.0256431
          27   0.0257142
          28    0.025657
          29   0.0257113
          30   0.0257335
          31   0.0257521
          32   0.0257943
          33   0.0257593
          34    0.025727
          35   0.0257428
          36   0.0257838
          37   0.0258341
          38   0.0258627
          39   0.0258722
          40   0.0258944
          41   0.0259276
          42   0.0259217
          43   0.0260258
          44    0.025968
          45   0.0260015
          46    0.025972
          47   0.0259418
          48   0.0258829
          49   0.0258079
          50    0.025828
