#	 N_BLOCK:	ACCEPTANCE:
           1    0.593959
           2    0.593897
           3    0.593911
           4    0.593871
           5    0.593868
           6    0.593906
           7    0.593863
           8    0.593793
           9    0.593729
          10    0.593786
          11     0.59376
          12    0.593777
          13    0.593789
          14    0.593791
          15    0.593817
          16    0.593784
          17    0.593792
          18    0.593768
          19    0.593741
          20    0.593768
          21     0.59376
          22    0.593767
          23    0.593782
          24    0.593764
          25    0.593749
          26    0.593749
          27     0.59374
          28    0.593768
          29    0.593745
          30    0.593757
          31    0.593778
          32    0.593787
          33    0.593799
          34    0.593797
          35    0.593794
          36    0.593792
          37    0.593779
          38    0.593784
          39    0.593793
          40    0.593811
          41    0.593819
          42    0.593822
          43    0.593832
          44    0.593814
          45    0.593825
          46    0.593824
          47    0.593847
          48    0.593863
          49     0.59386
          50    0.593864
