#	 N_BLOCK:	ACCEPTANCE:
           1    0.490712
           2    0.490765
           3     0.49091
           4    0.490683
           5    0.490673
           6    0.490691
           7    0.490698
           8    0.490631
           9    0.490611
          10    0.490674
          11    0.490692
          12    0.490726
          13    0.490723
          14    0.490696
          15    0.490712
          16    0.490722
          17    0.490715
          18    0.490662
          19     0.49068
          20    0.490697
          21    0.490764
          22    0.490792
          23    0.490818
          24    0.490783
          25    0.490774
          26    0.490766
          27    0.490769
          28    0.490794
          29    0.490794
          30    0.490781
          31    0.490769
          32    0.490775
          33    0.490796
          34    0.490803
          35    0.490812
          36    0.490827
          37    0.490816
          38    0.490817
          39    0.490801
          40     0.49081
          41    0.490812
          42    0.490814
          43    0.490821
          44    0.490825
          45    0.490832
          46    0.490823
          47    0.490834
          48     0.49085
          49    0.490854
          50    0.490865
