#	 N_BLOCK:	ACCEPTANCE:
           1    0.213357
           2    0.213333
           3    0.213062
           4    0.212912
           5    0.212876
           6    0.212986
           7    0.212975
           8     0.21302
           9    0.213108
          10    0.213075
          11    0.213052
          12    0.213068
          13    0.213058
          14    0.213013
          15    0.212973
          16    0.213019
          17    0.212967
          18    0.212916
          19    0.212877
          20    0.212923
          21    0.212946
          22    0.212902
          23    0.212881
          24    0.212857
          25    0.212874
          26    0.212874
          27    0.212854
          28    0.212858
          29    0.212887
          30    0.212955
          31    0.212941
          32    0.212927
          33    0.212902
          34    0.212887
          35     0.21291
          36    0.212915
          37    0.212899
          38     0.21287
          39    0.212888
          40    0.212903
          41     0.21289
          42    0.212899
          43    0.212897
          44    0.212911
          45    0.212933
          46     0.21295
          47    0.212974
          48    0.212961
          49    0.212997
          50     0.21298
