#	 N_BLOCK:	ACCEPTANCE:
           1    0.324704
           2    0.324956
           3    0.324811
           4    0.324847
           5    0.324659
           6    0.324724
           7    0.324869
           8    0.324957
           9     0.32496
          10    0.325055
          11    0.325068
          12    0.325099
          13    0.325119
          14    0.325177
          15    0.325227
          16    0.325261
          17    0.325245
          18    0.325193
          19    0.325209
          20    0.325199
          21    0.325243
          22    0.325274
          23    0.325243
          24    0.325202
          25    0.325172
          26    0.325172
          27    0.325182
          28    0.325196
          29    0.325172
          30    0.325193
          31    0.325162
          32    0.325159
          33    0.325135
          34    0.325135
          35    0.325137
          36    0.325135
          37    0.325133
          38    0.325111
          39    0.325107
          40      0.3251
          41      0.3251
          42    0.325103
          43    0.325108
          44    0.325093
          45    0.325103
          46    0.325094
          47    0.325102
          48     0.32511
          49    0.325128
          50     0.32512
