#	 N_BLOCK:	ACCEPTANCE:
           1     0.54533
           2    0.545085
           3     0.54528
           4    0.545231
           5    0.545169
           6    0.545301
           7    0.545282
           8    0.545222
           9    0.545127
          10    0.545158
          11     0.54516
          12    0.545198
          13    0.545183
          14    0.545175
          15    0.545196
          16    0.545135
          17    0.545151
          18    0.545148
          19    0.545158
          20    0.545177
          21    0.545195
          22    0.545214
          23    0.545231
          24    0.545212
          25    0.545212
          26     0.54522
          27    0.545199
          28     0.54521
          29    0.545207
          30    0.545224
          31    0.545219
          32    0.545225
          33    0.545244
          34    0.545247
          35    0.545243
          36    0.545262
          37    0.545246
          38    0.545245
          39    0.545253
          40     0.54528
          41    0.545282
          42    0.545289
          43     0.54529
          44    0.545295
          45    0.545305
          46    0.545305
          47    0.545324
          48    0.545335
          49    0.545334
          50    0.545338
