#	 N_BLOCK:	ACCEPTANCE:
           1    0.338542
           2    0.338869
           3    0.338906
           4    0.338974
           5    0.338875
           6    0.339012
           7    0.339035
           8    0.339262
           9    0.339333
          10    0.339279
          11    0.339254
          12    0.339321
          13    0.339363
          14    0.339402
          15    0.339445
          16    0.339517
          17    0.339508
          18     0.33941
          19    0.339427
          20      0.3395
          21    0.339552
          22    0.339562
          23     0.33954
          24    0.339502
          25    0.339493
          26    0.339498
          27    0.339488
          28    0.339527
          29    0.339524
          30    0.339546
          31    0.339535
          32     0.33953
          33    0.339506
          34    0.339523
          35    0.339523
          36    0.339527
          37    0.339557
          38    0.339564
          39    0.339565
          40    0.339576
          41    0.339591
          42    0.339592
          43    0.339599
          44    0.339583
          45    0.339604
          46    0.339589
          47    0.339605
          48    0.339598
          49    0.339606
          50    0.339597
