#	 N_BLOCK:	ACCEPTANCE:
           1     0.58009
           2    0.580158
           3      0.5804
           4    0.580356
           5    0.580381
           6    0.580459
           7    0.580451
           8     0.58037
           9    0.580335
          10    0.580396
          11    0.580392
          12    0.580423
          13    0.580433
          14    0.580416
          15    0.580404
          16    0.580383
          17    0.580398
          18    0.580383
          19    0.580389
          20    0.580402
          21    0.580401
          22    0.580424
          23    0.580435
          24    0.580421
          25    0.580411
          26    0.580425
          27    0.580412
          28    0.580432
          29    0.580425
          30    0.580435
          31    0.580445
          32    0.580461
          33    0.580482
          34     0.58049
          35    0.580505
          36    0.580511
          37    0.580494
          38    0.580496
          39    0.580498
          40    0.580523
          41    0.580528
          42    0.580528
          43    0.580525
          44    0.580511
          45    0.580511
          46    0.580516
          47     0.58053
          48    0.580537
          49     0.58054
          50    0.580546
