#	 N_BLOCK:	ACCEPTANCE:
           1     0.41188
           2     0.41162
           3    0.411711
           4     0.41169
           5    0.411506
           6     0.41149
           7    0.411491
           8    0.411357
           9    0.411357
          10    0.411348
          11    0.411265
          12    0.411301
          13    0.411334
          14    0.411269
          15    0.411257
          16    0.411283
          17    0.411302
          18    0.411277
          19    0.411272
          20    0.411303
          21    0.411358
          22    0.411347
          23    0.411349
          24    0.411292
          25    0.411283
          26    0.411257
          27    0.411256
          28    0.411286
          29    0.411278
          30    0.411266
          31    0.411255
          32    0.411249
          33    0.411276
          34    0.411258
          35    0.411279
          36    0.411264
          37    0.411279
          38    0.411285
          39    0.411297
          40    0.411304
          41     0.41132
          42     0.41131
          43    0.411315
          44     0.41132
          45    0.411313
          46    0.411317
          47    0.411343
          48    0.411355
          49    0.411366
          50    0.411349
