#	 N_BLOCK:	ACCEPTANCE:
           1     0.37348
           2    0.373731
           3    0.373988
           4    0.374078
           5    0.373778
           6    0.373695
           7     0.37376
           8    0.373731
           9    0.373761
          10    0.373756
          11    0.373719
          12     0.37372
          13    0.373768
          14    0.373773
          15     0.37373
          16    0.373805
          17    0.373772
          18    0.373666
          19    0.373626
          20    0.373647
          21    0.373658
          22    0.373644
          23    0.373646
          24    0.373605
          25     0.37361
          26    0.373614
          27    0.373618
          28    0.373651
          29    0.373658
          30    0.373659
          31    0.373631
          32    0.373631
          33    0.373649
          34    0.373662
          35    0.373663
          36     0.37366
          37    0.373682
          38    0.373683
          39    0.373677
          40    0.373676
          41    0.373673
          42    0.373671
          43    0.373682
          44    0.373682
          45    0.373695
          46    0.373681
          47    0.373692
          48    0.373702
          49    0.373721
          50    0.373711
