#	 N_BLOCK:	ACCEPTANCE:
           1    0.596496
           2    0.596084
           3    0.596113
           4    0.596145
           5    0.596101
           6    0.596192
           7    0.596158
           8    0.596118
           9    0.596109
          10    0.596126
          11    0.596112
          12    0.596115
          13    0.596125
          14    0.596109
          15    0.596109
          16    0.596104
          17    0.596126
          18    0.596132
          19    0.596125
          20    0.596139
          21    0.596138
          22     0.59615
          23    0.596157
          24    0.596148
          25    0.596142
          26    0.596154
          27     0.59614
          28    0.596164
          29     0.59616
          30    0.596171
          31    0.596174
          32    0.596184
          33    0.596195
          34     0.59621
          35    0.596207
          36    0.596215
          37    0.596209
          38    0.596214
          39    0.596221
          40    0.596239
          41    0.596239
          42    0.596246
          43    0.596245
          44    0.596227
          45    0.596241
          46    0.596231
          47    0.596258
          48    0.596266
          49    0.596264
          50    0.596271
