#	 N_BLOCK:	ACCEPTANCE:
           1     0.61719
           2    0.617008
           3    0.617103
           4    0.617084
           5    0.617087
           6    0.617147
           7    0.617167
           8    0.617109
           9    0.617083
          10    0.617184
          11    0.617164
          12    0.617198
          13    0.617214
          14    0.617202
          15    0.617193
          16    0.617186
          17    0.617172
          18    0.617186
          19    0.617169
          20    0.617191
          21    0.617195
          22    0.617231
          23    0.617243
          24    0.617245
          25    0.617242
          26    0.617252
          27    0.617251
          28    0.617245
          29    0.617254
          30    0.617247
          31    0.617249
          32    0.617258
          33     0.61727
          34    0.617281
          35     0.61728
          36    0.617282
          37    0.617279
          38     0.61728
          39    0.617296
          40    0.617314
          41    0.617318
          42    0.617321
          43    0.617329
          44    0.617312
          45    0.617317
          46    0.617307
          47    0.617317
          48     0.61733
          49    0.617326
          50     0.61733
