#	 N_BLOCK:	ACCEPTANCE:
           1    0.624752
           2    0.624623
           3     0.62461
           4    0.624486
           5    0.624424
           6    0.624467
           7    0.624445
           8    0.624407
           9    0.624368
          10    0.624453
          11    0.624496
          12    0.624505
          13    0.624525
          14    0.624535
          15    0.624563
          16    0.624565
          17    0.624542
          18    0.624568
          19    0.624578
          20    0.624584
          21    0.624579
          22    0.624599
          23    0.624596
          24    0.624585
          25    0.624577
          26    0.624584
          27     0.62459
          28    0.624592
          29    0.624595
          30    0.624585
          31    0.624582
          32    0.624595
          33    0.624608
          34    0.624612
          35    0.624615
          36    0.624621
          37     0.62461
          38    0.624617
          39    0.624622
          40    0.624641
          41    0.624651
          42    0.624649
          43    0.624647
          44    0.624625
          45    0.624616
          46    0.624617
          47    0.624628
          48    0.624637
          49    0.624647
          50    0.624643
