#	 N_BLOCK:	ACCEPTANCE:
           1   0.0500788
           2   0.0496724
           3    0.049562
           4   0.0486116
           5   0.0485578
           6   0.0484534
           7   0.0486952
           8   0.0486056
           9   0.0484541
          10   0.0486468
          11      0.0484
          12   0.0483304
          13    0.048212
          14   0.0480217
          15   0.0479697
          16   0.0480361
          17   0.0479076
          18   0.0479117
          19   0.0477739
          20   0.0477386
          21   0.0477201
          22   0.0477355
          23   0.0477593
          24   0.0478301
          25   0.0479232
          26    0.047903
          27   0.0479381
          28   0.0479128
          29   0.0480613
          30   0.0480754
          31   0.0480762
          32   0.0481029
          33   0.0480415
          34    0.047985
          35   0.0479759
          36   0.0479495
          37   0.0480123
          38   0.0480501
          39   0.0480559
          40   0.0480478
          41   0.0480835
          42   0.0481179
          43   0.0481333
          44   0.0481362
          45   0.0481952
          46   0.0482038
          47   0.0482126
          48   0.0481496
          49   0.0481473
          50    0.048116
