#	 N_BLOCK:	ACCEPTANCE:
           1    0.517439
           2    0.517305
           3    0.517342
           4     0.51719
           5    0.517225
           6    0.517327
           7    0.517306
           8    0.517296
           9    0.517174
          10    0.517233
          11    0.517215
          12     0.51721
          13    0.517174
          14    0.517138
          15    0.517131
          16    0.517132
          17    0.517156
          18    0.517146
          19    0.517153
          20    0.517175
          21    0.517247
          22    0.517265
          23    0.517291
          24    0.517293
          25    0.517271
          26    0.517275
          27     0.51725
          28    0.517277
          29    0.517278
          30     0.51729
          31    0.517273
          32    0.517293
          33    0.517303
          34     0.51731
          35    0.517307
          36    0.517319
          37    0.517323
          38    0.517329
          39    0.517328
          40    0.517337
          41    0.517344
          42    0.517347
          43    0.517349
          44    0.517341
          45    0.517349
          46    0.517347
          47    0.517352
          48    0.517365
          49    0.517377
          50    0.517385
