#	 N_BLOCK:	ACCEPTANCE:
           1    0.255232
           2    0.255525
           3    0.255258
           4    0.255081
           5    0.255027
           6    0.255001
           7    0.254963
           8    0.255026
           9    0.255078
          10    0.255067
          11    0.255059
          12    0.255068
          13    0.255079
          14    0.255078
          15    0.255031
          16    0.255023
          17    0.254955
          18    0.254896
          19    0.254902
          20    0.254908
          21    0.254932
          22    0.254944
          23    0.254875
          24    0.254912
          25    0.254888
          26     0.25487
          27    0.254882
          28    0.254897
          29    0.254915
          30    0.255002
          31    0.254974
          32    0.254949
          33    0.254905
          34    0.254895
          35    0.254929
          36    0.254935
          37    0.254932
          38    0.254928
          39    0.254928
          40    0.254943
          41    0.254931
          42    0.254948
          43    0.254938
          44    0.254946
          45    0.254982
          46    0.254984
          47    0.255001
          48    0.254998
          49    0.255038
          50    0.255021
