#	 N_BLOCK:	ACCEPTANCE:
           1    0.676482
           2    0.676267
           3    0.676308
           4    0.676329
           5    0.676295
           6    0.676369
           7    0.676331
           8    0.676287
           9    0.676277
          10    0.676302
          11    0.676298
          12    0.676286
          13    0.676343
          14     0.67638
          15     0.67638
          16    0.676383
          17    0.676395
          18    0.676381
          19    0.676386
          20    0.676386
          21    0.676419
          22    0.676439
          23    0.676446
          24    0.676444
          25    0.676425
          26    0.676439
          27    0.676435
          28    0.676418
          29    0.676426
          30    0.676412
          31    0.676404
          32    0.676408
          33    0.676409
          34    0.676417
          35    0.676414
          36    0.676414
          37    0.676415
          38    0.676407
          39    0.676416
          40    0.676425
          41    0.676436
          42     0.67644
          43    0.676441
          44    0.676438
          45    0.676433
          46    0.676438
          47    0.676447
          48    0.676458
          49     0.67647
          50    0.676482
