#	 N_BLOCK:	ACCEPTANCE:
           1    0.256648
           2    0.256794
           3    0.256543
           4    0.256227
           5    0.256389
           6    0.256315
           7    0.256307
           8    0.256207
           9    0.256221
          10    0.256267
          11    0.256194
          12    0.256246
          13    0.256244
          14    0.256255
          15    0.256321
          16    0.256315
          17     0.25631
          18    0.256313
          19      0.2563
          20    0.256308
          21    0.256378
          22    0.256425
          23     0.25638
          24    0.256385
          25    0.256402
          26    0.256394
          27    0.256419
          28    0.256455
          29     0.25647
          30    0.256499
          31    0.256512
          32    0.256503
          33    0.256481
          34    0.256459
          35    0.256506
          36    0.256526
          37    0.256527
          38    0.256505
          39    0.256515
          40    0.256542
          41    0.256548
          42    0.256545
          43    0.256551
          44     0.25657
          45     0.25659
          46    0.256601
          47    0.256616
          48    0.256611
          49    0.256629
          50    0.256626
