#	 N_BLOCK:	ACCEPTANCE:
           1    0.121115
           2    0.121408
           3    0.122277
           4    0.121956
           5    0.121827
           6    0.121929
           7    0.121965
           8    0.121765
           9    0.121879
          10    0.121973
          11    0.121908
          12    0.121849
          13     0.12173
          14    0.121754
          15    0.121693
          16    0.121647
          17    0.121564
          18    0.121658
          19    0.121655
          20    0.121643
          21    0.121773
          22    0.121844
          23    0.121794
          24    0.121805
          25    0.121864
          26    0.121888
          27    0.121974
          28    0.122034
          29    0.122046
          30    0.122045
          31    0.122103
          32    0.122069
          33    0.122046
          34     0.12203
          35    0.122062
          36    0.122098
          37    0.122131
          38    0.122174
          39    0.122193
          40    0.122254
          41    0.122211
          42    0.122213
          43    0.122232
          44     0.12223
          45    0.122226
          46    0.122212
          47    0.122277
          48     0.12228
          49    0.122311
          50    0.122308
