#	 N_BLOCK:	ACCEPTANCE:
           1    0.245598
           2     0.24653
           3    0.246422
           4    0.246437
           5    0.246488
           6    0.246408
           7    0.246448
           8    0.246529
           9    0.246569
          10    0.246553
          11     0.24648
          12    0.246565
          13    0.246584
          14    0.246578
          15    0.246508
          16     0.24655
          17    0.246489
          18    0.246438
          19    0.246477
          20    0.246487
          21    0.246525
          22    0.246543
          23      0.2465
          24    0.246524
          25    0.246533
          26    0.246551
          27    0.246582
          28    0.246616
          29    0.246622
          30    0.246678
          31    0.246668
          32    0.246642
          33    0.246601
          34    0.246615
          35    0.246663
          36    0.246688
          37    0.246684
          38    0.246685
          39    0.246683
          40    0.246701
          41    0.246685
          42    0.246702
          43    0.246703
          44    0.246732
          45    0.246765
          46    0.246769
          47     0.24678
          48    0.246776
          49    0.246823
          50    0.246803
