#	 N_BLOCK:	ACCEPTANCE:
           1     0.61928
           2    0.619086
           3    0.619086
           4    0.619015
           5    0.618997
           6    0.619062
           7    0.619076
           8    0.619054
           9    0.619012
          10    0.619065
          11     0.61906
          12    0.619082
          13     0.61912
          14     0.61914
          15    0.619139
          16    0.619121
          17    0.619112
          18    0.619136
          19    0.619126
          20    0.619133
          21    0.619149
          22     0.61918
          23    0.619178
          24    0.619179
          25    0.619176
          26    0.619186
          27    0.619198
          28    0.619207
          29    0.619196
          30    0.619192
          31    0.619188
          32    0.619201
          33    0.619219
          34     0.61922
          35    0.619224
          36    0.619228
          37     0.61922
          38    0.619222
          39    0.619239
          40    0.619263
          41    0.619264
          42    0.619262
          43    0.619264
          44    0.619239
          45    0.619242
          46    0.619242
          47    0.619254
          48    0.619268
          49    0.619271
          50    0.619275
