#	 N_BLOCK:	ACCEPTANCE:
           1    0.422956
           2    0.423095
           3    0.423039
           4    0.423125
           5    0.422941
           6    0.422988
           7    0.423051
           8    0.422936
           9    0.422952
          10    0.422981
          11    0.422879
          12    0.422938
          13    0.422962
          14    0.422933
          15    0.422967
          16    0.422966
          17    0.422961
          18    0.422933
          19    0.422934
          20    0.422951
          21     0.42297
          22    0.423014
          23    0.423001
          24    0.422957
          25    0.422947
          26     0.42294
          27    0.422961
          28    0.423001
          29     0.42301
          30    0.422994
          31    0.422973
          32    0.422962
          33    0.422976
          34    0.422962
          35    0.422978
          36    0.422968
          37    0.422985
          38    0.422992
          39    0.422988
          40    0.423003
          41    0.423015
          42    0.422999
          43    0.423007
          44    0.423007
          45    0.423011
          46    0.423004
          47    0.423023
          48    0.423034
          49    0.423047
          50    0.423033
