#	 N_BLOCK:	ACCEPTANCE:
           1     8.4e-05
           2     4.6e-05
           3 3.74667e-05
           4    4.01e-05
           5   3.432e-05
           6 3.64667e-05
           7 3.49714e-05
           8    3.08e-05
           9 4.36444e-05
          10   4.268e-05
          11 4.10545e-05
          12 3.77667e-05
          13 4.05538e-05
          14 3.96286e-05
          15 3.79733e-05
          16     3.8e-05
          17 4.65882e-05
          18 4.45556e-05
          19 4.66316e-05
          20   4.452e-05
          21 4.26286e-05
          22 4.21273e-05
          23 4.15478e-05
          24   5.305e-05
          25  5.1952e-05
          26 5.00769e-05
          27 4.98074e-05
          28 5.18571e-05
          29 5.11172e-05
          30 5.41733e-05
          31 5.42194e-05
          32   5.595e-05
          33 5.52485e-05
          34 5.72118e-05
          35   5.592e-05
          36 5.74556e-05
          37 5.80649e-05
          38 5.77895e-05
          39 5.68718e-05
          40   6.087e-05
          41 5.96976e-05
          42 5.90762e-05
          43 5.79442e-05
          44    5.72e-05
          45   5.616e-05
          46 5.52087e-05
          47 5.47064e-05
          48 5.36333e-05
          49 5.45551e-05
          50  5.4592e-05
