#	 N_BLOCK:	ACCEPTANCE:
           1    0.534041
           2     0.53375
           3    0.533587
           4    0.533479
           5    0.533447
           6    0.533622
           7    0.533558
           8    0.533493
           9    0.533432
          10    0.533515
          11    0.533515
          12    0.533525
          13    0.533518
          14    0.533496
          15    0.533488
          16    0.533456
          17    0.533485
          18    0.533473
          19    0.533489
          20    0.533542
          21    0.533587
          22    0.533588
          23    0.533603
          24    0.533595
          25    0.533588
          26     0.53359
          27    0.533575
          28      0.5336
          29    0.533595
          30    0.533605
          31     0.53359
          32    0.533614
          33    0.533628
          34    0.533636
          35    0.533626
          36    0.533635
          37    0.533631
          38     0.53364
          39     0.53364
          40    0.533666
          41    0.533663
          42    0.533656
          43    0.533647
          44     0.53365
          45    0.533661
          46    0.533663
          47    0.533665
          48    0.533678
          49    0.533689
          50     0.53369
