#	 N_BLOCK:	ACCEPTANCE:
           1    0.130624
           2    0.131099
           3    0.131774
           4    0.131303
           5    0.131414
           6    0.131487
           7    0.131712
           8    0.131586
           9    0.131718
          10    0.131689
          11    0.131703
          12    0.131552
          13    0.131359
          14    0.131438
          15    0.131408
          16    0.131307
          17    0.131273
          18    0.131279
          19    0.131225
          20    0.131185
          21    0.131321
          22    0.131388
          23    0.131349
          24     0.13137
          25    0.131413
          26    0.131417
          27    0.131506
          28    0.131551
          29    0.131537
          30    0.131595
          31    0.131645
          32    0.131637
          33    0.131589
          34    0.131571
          35    0.131584
          36    0.131588
          37    0.131585
          38    0.131637
          39    0.131635
          40    0.131683
          41    0.131646
          42    0.131664
          43    0.131677
          44    0.131705
          45    0.131723
          46     0.13172
          47    0.131776
          48    0.131769
          49    0.131796
          50    0.131819
