#	 N_BLOCK:	ACCEPTANCE:
           1    0.541832
           2    0.541778
           3     0.54182
           4    0.541718
           5    0.541758
           6    0.541865
           7    0.541818
           8     0.54174
           9     0.54168
          10    0.541694
          11    0.541691
          12    0.541752
          13     0.54172
          14    0.541703
          15    0.541705
          16     0.54165
          17     0.54165
          18    0.541634
          19    0.541613
          20    0.541642
          21    0.541674
          22     0.54169
          23    0.541698
          24    0.541693
          25    0.541696
          26    0.541713
          27    0.541691
          28    0.541704
          29    0.541681
          30     0.54168
          31     0.54168
          32    0.541702
          33    0.541722
          34    0.541718
          35    0.541715
          36    0.541733
          37    0.541715
          38    0.541706
          39    0.541714
          40     0.54173
          41    0.541728
          42     0.54174
          43    0.541746
          44    0.541738
          45    0.541745
          46    0.541748
          47    0.541762
          48    0.541781
          49    0.541787
          50    0.541792
