#	 N_BLOCK:	ACCEPTANCE:
           1    0.521704
           2    0.521476
           3    0.521474
           4    0.521467
           5    0.521512
           6    0.521574
           7    0.521596
           8     0.52153
           9    0.521433
          10    0.521514
          11    0.521473
          12    0.521472
          13    0.521445
          14    0.521448
          15    0.521456
          16    0.521451
          17    0.521452
          18    0.521418
          19    0.521402
          20    0.521433
          21    0.521479
          22    0.521485
          23     0.52151
          24    0.521509
          25    0.521485
          26    0.521498
          27    0.521482
          28    0.521495
          29    0.521481
          30    0.521499
          31    0.521495
          32    0.521504
          33    0.521529
          34    0.521546
          35    0.521549
          36    0.521566
          37    0.521568
          38    0.521566
          39    0.521579
          40    0.521597
          41    0.521592
          42    0.521594
          43    0.521588
          44    0.521591
          45    0.521603
          46    0.521603
          47     0.52161
          48    0.521626
          49    0.521636
          50    0.521632
