#	 N_BLOCK:	ACCEPTANCE:
           1     0.62541
           2    0.625221
           3    0.625319
           4    0.625281
           5    0.625269
           6    0.625373
           7    0.625386
           8    0.625328
           9     0.62532
          10    0.625374
          11    0.625351
          12      0.6254
          13    0.625424
          14    0.625442
          15    0.625445
          16    0.625443
          17    0.625413
          18    0.625437
          19    0.625434
          20     0.62545
          21     0.62546
          22    0.625494
          23    0.625506
          24    0.625494
          25    0.625493
          26    0.625496
          27    0.625501
          28    0.625493
          29    0.625495
          30    0.625489
          31    0.625491
          32    0.625505
          33    0.625516
          34    0.625521
          35    0.625515
          36    0.625522
          37    0.625513
          38    0.625499
          39    0.625515
          40    0.625535
          41    0.625542
          42    0.625538
          43     0.62554
          44    0.625525
          45    0.625527
          46    0.625521
          47    0.625523
          48    0.625532
          49    0.625536
          50    0.625539
