#	 N_BLOCK:	ACCEPTANCE:
           1    0.116144
           2    0.115838
           3    0.116081
           4     0.11591
           5    0.115965
           6    0.115818
           7     0.11587
           8    0.115833
           9    0.115941
          10    0.116136
          11    0.116141
          12     0.11613
          13    0.116084
          14    0.116073
          15    0.116103
          16     0.11602
          17     0.11579
          18    0.115828
          19    0.115926
          20    0.115903
          21    0.115973
          22    0.116029
          23    0.116017
          24    0.116049
          25     0.11606
          26    0.116101
          27    0.116204
          28    0.116293
          29    0.116274
          30    0.116296
          31    0.116395
          32    0.116432
          33    0.116423
          34    0.116407
          35    0.116417
          36    0.116455
          37    0.116442
          38    0.116379
          39    0.116416
          40    0.116432
          41    0.116413
          42    0.116402
          43    0.116441
          44    0.116454
          45    0.116465
          46    0.116473
          47    0.116492
          48    0.116479
          49    0.116516
          50      0.1165
