#	 N_BLOCK:	ACCEPTANCE:
           1    0.434948
           2    0.435112
           3    0.434988
           4    0.434832
           5    0.434697
           6    0.434875
           7    0.434812
           8    0.434786
           9    0.434795
          10    0.434857
          11    0.434837
          12    0.434884
          13    0.434901
          14    0.434911
          15    0.434923
          16     0.43491
          17    0.434947
          18    0.434947
          19     0.43496
          20    0.434967
          21    0.434996
          22    0.434999
          23       0.435
          24    0.434963
          25    0.434979
          26    0.434977
          27    0.434986
          28    0.435014
          29    0.434988
          30    0.434975
          31    0.434945
          32    0.434951
          33    0.434972
          34    0.434955
          35    0.434964
          36    0.434968
          37    0.434968
          38    0.434962
          39    0.434961
          40    0.434959
          41    0.434975
          42    0.434959
          43     0.43497
          44    0.434969
          45    0.434984
          46    0.434983
          47    0.434988
          48    0.434992
          49    0.434995
          50    0.434996
