#	 N_BLOCK:	ACCEPTANCE:
           1     0.48601
           2    0.486038
           3    0.486286
           4    0.485992
           5    0.486051
           6    0.486126
           7    0.486125
           8    0.486063
           9    0.486034
          10    0.486064
          11    0.486016
          12    0.486037
          13    0.486005
          14    0.486021
          15    0.486044
          16     0.48602
          17    0.486032
          18    0.485996
          19    0.485997
          20    0.486013
          21    0.486066
          22    0.486096
          23    0.486127
          24    0.486085
          25    0.486072
          26    0.486069
          27    0.486077
          28    0.486092
          29    0.486085
          30    0.486088
          31    0.486071
          32    0.486079
          33    0.486081
          34    0.486068
          35    0.486077
          36    0.486094
          37     0.48608
          38    0.486091
          39    0.486086
          40    0.486095
          41    0.486094
          42    0.486094
          43    0.486104
          44    0.486102
          45    0.486109
          46     0.48612
          47    0.486129
          48    0.486136
          49    0.486145
          50    0.486154
