#	 N_BLOCK:	ACCEPTANCE:
           1     0.41198
           2    0.412193
           3    0.412281
           4    0.412203
           5    0.412008
           6    0.412112
           7    0.412097
           8    0.412084
           9    0.412081
          10    0.412112
          11    0.412114
          12     0.41215
          13    0.412191
          14    0.412164
          15    0.412164
          16    0.412183
          17     0.41218
          18    0.412189
          19     0.41219
          20    0.412208
          21    0.412223
          22    0.412221
          23    0.412235
          24    0.412201
          25      0.4122
          26    0.412196
          27    0.412193
          28     0.41223
          29    0.412235
          30    0.412226
          31    0.412195
          32    0.412183
          33    0.412185
          34    0.412153
          35    0.412174
          36    0.412173
          37     0.41218
          38    0.412165
          39     0.41216
          40    0.412165
          41    0.412174
          42    0.412158
          43    0.412162
          44     0.41216
          45    0.412164
          46    0.412164
          47    0.412177
          48    0.412199
          49    0.412205
          50    0.412202
