#	 N_BLOCK:	ACCEPTANCE:
           1    0.405231
           2    0.405355
           3    0.405487
           4    0.405469
           5    0.405238
           6    0.405366
           7    0.405318
           8    0.405237
           9    0.405233
          10    0.405228
          11    0.405172
          12    0.405204
          13    0.405227
          14    0.405168
          15    0.405163
          16    0.405214
          17    0.405199
          18    0.405184
          19    0.405157
          20    0.405183
          21    0.405245
          22    0.405233
          23    0.405239
          24    0.405174
          25    0.405182
          26    0.405176
          27     0.40518
          28    0.405203
          29    0.405205
          30    0.405206
          31    0.405197
          32    0.405189
          33    0.405205
          34    0.405201
          35    0.405216
          36    0.405214
          37    0.405236
          38    0.405239
          39    0.405238
          40    0.405246
          41    0.405255
          42    0.405244
          43    0.405242
          44     0.40526
          45    0.405263
          46    0.405266
          47    0.405276
          48    0.405282
          49    0.405294
          50    0.405288
