#	 N_BLOCK:	ACCEPTANCE:
           1     0.66246
           2    0.662676
           3    0.662802
           4    0.662765
           5    0.662758
           6    0.662835
           7    0.662847
           8    0.662783
           9    0.662731
          10    0.662754
          11    0.662752
          12    0.662769
          13    0.662798
          14    0.662814
          15    0.662853
          16    0.662854
          17    0.662857
          18    0.662872
          19    0.662886
          20     0.66288
          21    0.662906
          22    0.662937
          23    0.662938
          24    0.662916
          25    0.662896
          26    0.662903
          27    0.662899
          28    0.662908
          29    0.662921
          30    0.662917
          31    0.662907
          32    0.662913
          33    0.662918
          34    0.662912
          35    0.662913
          36    0.662925
          37    0.662923
          38    0.662923
          39    0.662932
          40    0.662945
          41    0.662954
          42    0.662944
          43     0.66294
          44    0.662924
          45    0.662923
          46    0.662921
          47    0.662931
          48    0.662936
          49    0.662948
          50    0.662953
