#	 N_BLOCK:	ACCEPTANCE:
           1    0.111581
           2    0.112532
           3    0.113531
           4    0.113332
           5    0.112936
           6    0.112908
           7    0.112775
           8      0.1126
           9     0.11273
          10    0.112792
          11    0.112634
          12    0.112573
          13    0.112356
          14    0.112303
          15    0.112356
          16     0.11234
          17     0.11229
          18    0.112376
          19    0.112395
          20    0.112387
          21    0.112498
          22    0.112496
          23     0.11246
          24    0.112472
          25     0.11253
          26     0.11254
          27    0.112608
          28    0.112627
          29    0.112634
          30    0.112664
          31    0.112693
          32    0.112683
          33    0.112655
          34    0.112651
          35    0.112674
          36    0.112718
          37    0.112767
          38    0.112794
          39    0.112813
          40    0.112915
          41    0.112896
          42    0.112911
          43    0.112921
          44    0.112905
          45    0.112883
          46    0.112879
          47    0.112949
          48    0.112928
          49    0.112954
          50    0.112949
