#	 N_BLOCK:	ACCEPTANCE:
           1     0.67519
           2    0.675006
           3    0.675176
           4    0.675142
           5    0.675167
           6    0.675279
           7    0.675203
           8    0.675212
           9    0.675213
          10     0.67524
          11    0.675217
          12    0.675223
          13    0.675273
          14    0.675312
          15    0.675329
          16    0.675353
          17     0.67537
          18    0.675365
          19    0.675375
          20    0.675381
          21    0.675394
          22    0.675442
          23    0.675438
          24    0.675416
          25     0.67539
          26     0.67541
          27    0.675417
          28    0.675409
          29    0.675407
          30    0.675383
          31    0.675382
          32    0.675385
          33    0.675397
          34    0.675393
          35    0.675396
          36    0.675397
          37    0.675396
          38     0.67539
          39    0.675398
          40    0.675406
          41    0.675409
          42    0.675411
          43    0.675416
          44    0.675415
          45    0.675407
          46     0.67541
          47    0.675422
          48    0.675428
          49    0.675443
          50    0.675451
