#	 N_BLOCK:	ACCEPTANCE:
           1    0.553178
           2    0.552983
           3    0.552964
           4    0.552926
           5    0.553019
           6    0.553049
           7    0.553051
           8    0.552973
           9    0.552902
          10    0.552958
          11    0.552949
          12    0.552981
          13    0.552981
          14    0.552972
          15    0.552981
          16    0.552911
          17    0.552926
          18    0.552933
          19     0.55292
          20    0.552967
          21    0.552983
          22    0.552994
          23    0.553015
          24    0.553007
          25    0.553002
          26    0.553011
          27     0.55299
          28    0.553001
          29    0.552986
          30    0.552984
          31    0.552986
          32     0.55302
          33    0.553055
          34    0.553063
          35    0.553079
          36    0.553084
          37    0.553073
          38    0.553068
          39    0.553081
          40    0.553099
          41      0.5531
          42    0.553108
          43    0.553114
          44    0.553098
          45    0.553109
          46    0.553116
          47    0.553132
          48    0.553147
          49    0.553155
          50    0.553162
