#	 N_BLOCK:	ACCEPTANCE:
           1    0.529717
           2    0.529933
           3    0.529983
           4    0.529831
           5    0.529881
           6    0.529947
           7    0.529932
           8    0.529837
           9    0.529793
          10     0.52985
          11    0.529828
          12    0.529846
          13    0.529787
          14    0.529811
          15    0.529798
          16    0.529785
          17     0.52979
          18    0.529756
          19    0.529735
          20     0.52977
          21    0.529802
          22    0.529813
          23    0.529848
          24    0.529837
          25    0.529829
          26    0.529827
          27    0.529806
          28    0.529837
          29    0.529827
          30    0.529834
          31    0.529829
          32     0.52984
          33    0.529872
          34    0.529877
          35    0.529873
          36    0.529893
          37    0.529892
          38    0.529896
          39    0.529902
          40    0.529924
          41    0.529933
          42    0.529938
          43    0.529933
          44    0.529938
          45    0.529945
          46    0.529938
          47     0.52995
          48    0.529964
          49    0.529982
          50    0.529978
