#	 N_BLOCK:	ACCEPTANCE:
           1     0.39337
           2    0.394042
           3    0.393964
           4    0.394058
           5    0.393789
           6    0.393843
           7    0.393869
           8    0.393781
           9    0.393802
          10    0.393842
          11    0.393859
          12    0.393918
          13    0.393963
          14    0.393934
          15    0.393973
          16    0.394049
          17    0.394055
          18     0.39399
          19    0.393976
          20    0.394008
          21    0.394059
          22    0.394058
          23     0.39406
          24    0.394031
          25    0.394034
          26    0.394037
          27    0.394036
          28    0.394081
          29    0.394093
          30    0.394086
          31    0.394073
          32    0.394063
          33     0.39409
          34    0.394095
          35    0.394131
          36    0.394127
          37    0.394138
          38    0.394132
          39    0.394134
          40    0.394149
          41    0.394135
          42    0.394118
          43    0.394114
          44    0.394113
          45    0.394117
          46    0.394121
          47    0.394136
          48    0.394134
          49    0.394146
          50     0.39414
