#	 N_BLOCK:	ACCEPTANCE:
           1    0.108429
           2    0.107506
           3    0.107938
           4    0.107779
           5    0.107717
           6     0.10759
           7    0.107622
           8    0.107634
           9    0.107573
          10    0.107644
          11    0.107673
          12    0.107751
          13    0.107714
          14    0.107757
          15    0.107669
          16    0.107708
          17    0.107565
          18    0.107634
          19    0.107676
          20    0.107631
          21    0.107714
          22    0.107721
          23    0.107659
          24    0.107695
          25    0.107694
          26    0.107735
          27    0.107792
          28    0.107848
          29    0.107813
          30     0.10784
          31    0.107919
          32    0.107947
          33    0.107971
          34    0.107963
          35    0.107958
          36    0.107998
          37    0.108004
          38     0.10798
          39    0.108013
          40    0.107997
          41    0.107956
          42    0.107965
          43    0.107995
          44    0.107981
          45    0.107995
          46     0.10802
          47    0.108034
          48    0.108019
          49    0.108057
          50    0.108055
