#	 N_BLOCK:	ACCEPTANCE:
           1    0.605877
           2    0.605766
           3    0.605797
           4    0.605723
           5    0.605779
           6    0.605837
           7    0.605824
           8    0.605774
           9    0.605784
          10    0.605816
          11    0.605777
          12    0.605812
          13    0.605826
          14    0.605807
          15    0.605817
          16    0.605791
          17    0.605807
          18    0.605804
          19    0.605771
          20    0.605799
          21    0.605807
          22    0.605825
          23    0.605844
          24    0.605842
          25    0.605823
          26    0.605822
          27    0.605817
          28    0.605827
          29    0.605827
          30    0.605839
          31    0.605854
          32    0.605852
          33    0.605862
          34    0.605871
          35    0.605866
          36    0.605865
          37    0.605857
          38    0.605852
          39    0.605857
          40    0.605872
          41     0.60588
          42    0.605888
          43    0.605893
          44    0.605874
          45    0.605885
          46    0.605882
          47      0.6059
          48    0.605917
          49    0.605913
          50    0.605918
