#	 N_BLOCK:	ACCEPTANCE:
           1    0.599236
           2    0.598973
           3    0.599105
           4    0.599108
           5    0.599044
           6     0.59912
           7     0.59911
           8     0.59908
           9    0.599018
          10    0.599058
          11    0.599035
          12     0.59908
          13    0.599099
          14    0.599101
          15    0.599118
          16    0.599132
          17    0.599148
          18    0.599166
          19    0.599159
          20    0.599166
          21    0.599174
          22    0.599183
          23    0.599191
          24     0.59918
          25    0.599175
          26    0.599171
          27    0.599175
          28    0.599196
          29    0.599195
          30    0.599205
          31    0.599204
          32    0.599215
          33    0.599232
          34     0.59925
          35    0.599246
          36    0.599251
          37     0.59924
          38    0.599236
          39    0.599245
          40     0.59926
          41    0.599267
          42     0.59928
          43    0.599281
          44    0.599256
          45    0.599266
          46    0.599255
          47    0.599271
          48    0.599281
          49    0.599285
          50    0.599288
