#	 N_BLOCK:	ACCEPTANCE:
           1    0.150603
           2    0.150912
           3     0.15118
           4    0.150875
           5    0.151386
           6     0.15145
           7    0.151586
           8    0.151546
           9     0.15184
          10    0.151763
          11    0.151748
          12    0.151778
          13    0.151685
          14    0.151721
          15    0.151766
          16    0.151708
          17    0.151522
          18    0.151576
          19    0.151616
          20    0.151517
          21    0.151644
          22    0.151652
          23    0.151597
          24    0.151556
          25    0.151568
          26    0.151554
          27    0.151619
          28    0.151601
          29    0.151587
          30    0.151612
          31    0.151637
          32    0.151622
          33    0.151591
          34      0.1516
          35    0.151619
          36    0.151614
          37    0.151594
          38    0.151604
          39     0.15166
          40    0.151649
          41    0.151646
          42    0.151658
          43     0.15169
          44    0.151699
          45    0.151693
          46    0.151705
          47    0.151703
          48     0.15169
          49    0.151709
          50    0.151695
