#	 N_BLOCK:	ACCEPTANCE:
           1    0.632632
           2    0.632481
           3    0.632473
           4    0.632358
           5    0.632283
           6    0.632354
           7    0.632297
           8     0.63222
           9    0.632234
          10    0.632306
          11    0.632343
          12    0.632363
          13    0.632355
          14    0.632357
          15    0.632361
          16    0.632356
          17    0.632353
          18    0.632365
          19    0.632381
          20    0.632384
          21    0.632381
          22    0.632411
          23    0.632416
          24    0.632399
          25    0.632384
          26    0.632385
          27    0.632393
          28    0.632389
          29    0.632397
          30    0.632381
          31    0.632382
          32    0.632396
          33    0.632402
          34    0.632402
          35    0.632406
          36    0.632408
          37    0.632398
          38    0.632387
          39    0.632392
          40    0.632411
          41    0.632421
          42    0.632423
          43    0.632425
          44    0.632406
          45    0.632406
          46    0.632406
          47    0.632416
          48    0.632423
          49    0.632432
          50    0.632435
