#	 N_BLOCK:	ACCEPTANCE:
           1    0.295053
           2    0.295643
           3    0.295059
           4    0.295085
           5    0.295033
           6    0.294842
           7    0.294789
           8    0.294879
           9    0.294903
          10     0.29495
          11    0.294887
          12    0.294959
          13    0.295006
          14    0.295054
          15    0.295028
          16    0.295045
          17    0.295016
          18    0.294952
          19    0.294947
          20    0.294971
          21    0.295041
          22    0.295047
          23    0.295041
          24    0.295008
          25     0.29498
          26    0.294967
          27    0.294951
          28    0.294968
          29    0.294975
          30    0.295022
          31     0.29501
          32    0.294998
          33    0.294969
          34    0.294962
          35    0.294992
          36    0.294995
          37    0.295007
          38    0.294976
          39    0.294977
          40    0.294976
          41    0.294964
          42    0.294965
          43    0.294981
          44    0.294988
          45    0.295002
          46    0.295003
          47    0.295015
          48    0.294999
          49     0.29503
          50    0.295034
