#	 N_BLOCK:	ACCEPTANCE:
           1    0.278834
           2    0.279596
           3      0.2793
           4    0.279305
           5    0.279305
           6    0.279288
           7    0.279306
           8    0.279341
           9    0.279458
          10    0.279492
          11    0.279435
          12    0.279404
          13    0.279408
          14     0.27943
          15    0.279458
          16     0.27944
          17     0.27937
          18    0.279309
          19    0.279307
          20    0.279319
          21    0.279345
          22    0.279368
          23    0.279295
          24    0.279272
          25    0.279239
          26    0.279234
          27    0.279241
          28    0.279252
          29    0.279255
          30    0.279332
          31    0.279308
          32    0.279274
          33     0.27924
          34    0.279227
          35    0.279256
          36    0.279252
          37    0.279257
          38     0.27923
          39    0.279216
          40    0.279227
          41    0.279243
          42    0.279248
          43    0.279234
          44    0.279228
          45    0.279253
          46    0.279238
          47    0.279243
          48    0.279237
          49    0.279267
          50    0.279268
