#	 N_BLOCK:	ACCEPTANCE:
           1    0.317746
           2    0.317712
           3    0.317445
           4    0.317318
           5    0.317254
           6    0.317249
           7    0.317365
           8    0.317548
           9    0.317635
          10    0.317681
          11    0.317678
          12    0.317658
          13    0.317671
          14    0.317726
          15    0.317764
          16    0.317799
          17    0.317797
          18    0.317713
          19    0.317742
          20    0.317763
          21    0.317817
          22    0.317857
          23    0.317817
          24    0.317753
          25     0.31776
          26    0.317772
          27     0.31778
          28    0.317798
          29    0.317774
          30    0.317831
          31    0.317801
          32    0.317792
          33    0.317782
          34    0.317791
          35    0.317785
          36    0.317784
          37     0.31777
          38    0.317755
          39    0.317756
          40    0.317766
          41     0.31777
          42    0.317776
          43    0.317772
          44    0.317765
          45     0.31777
          46    0.317762
          47    0.317771
          48    0.317774
          49    0.317784
          50    0.317788
