#	 N_BLOCK:	ACCEPTANCE:
           1    0.229356
           2    0.230008
           3    0.229934
           4    0.230016
           5    0.229877
           6    0.229934
           7     0.22986
           8    0.229995
           9    0.230127
          10    0.230095
          11     0.23007
          12    0.230109
          13    0.230117
          14    0.230105
          15    0.230031
          16    0.230037
          17    0.230013
          18    0.229979
          19    0.229974
          20    0.229976
          21    0.229991
          22    0.229942
          23    0.229919
          24     0.22991
          25    0.229927
          26    0.229941
          27    0.229937
          28    0.229959
          29    0.229967
          30    0.230018
          31    0.230014
          32     0.22999
          33    0.229952
          34    0.229982
          35     0.22999
          36    0.229984
          37    0.229977
          38    0.229967
          39     0.22995
          40    0.229958
          41    0.229924
          42    0.229925
          43    0.229925
          44    0.229947
          45    0.229962
          46    0.229975
          47    0.229968
          48    0.229975
          49    0.230011
          50    0.230001
