#	 N_BLOCK:	ACCEPTANCE:
           1    0.574213
           2    0.574249
           3    0.574279
           4    0.574271
           5    0.574422
           6    0.574489
           7    0.574433
           8    0.574363
           9     0.57431
          10    0.574377
          11    0.574365
          12    0.574385
          13    0.574372
          14    0.574372
          15    0.574357
          16    0.574317
          17    0.574326
          18    0.574306
          19    0.574285
          20    0.574276
          21    0.574285
          22    0.574302
          23    0.574315
          24    0.574303
          25    0.574313
          26    0.574312
          27    0.574301
          28    0.574314
          29    0.574296
          30    0.574318
          31    0.574322
          32     0.57433
          33    0.574344
          34    0.574349
          35    0.574346
          36    0.574356
          37    0.574333
          38    0.574345
          39    0.574341
          40    0.574369
          41    0.574364
          42    0.574373
          43    0.574368
          44    0.574356
          45    0.574357
          46    0.574355
          47    0.574372
          48    0.574385
          49    0.574384
          50    0.574386
